lei,institution_name_hmda,nmls_id,our_lender_slug,legal_name,match_confidence,match_method,iowa_originations,florida_originations,total_originations,priority_match,notes
549300HW662MN1WU8550,"United Wholesale Mortgage, LLC",3038,united-wholesale-mortgage,"United Wholesale Mortgage, LLC",high,reuse_prior_state_curated_lei+curated_lei_public_nmls,1391,49897,1391,high,reuse_prior_state_curated_lei map for IA activity (1391 IA originations); slug=united-wholesale-mortgage.
549300LZLYU85WF65870,MidWestOne Bank,,midwestone-bank,MidWestOne Bank,high,ia_ks_ne_curated+ia_ks_ne_gleif+lei_identity,1090,0,1090,high,ia_ks_ne_curated map for IA activity (1090 IA originations); slug=midwestone-bank.
549300DD5QQUHO6PCH70,"MORTGAGE RESEARCH CENTER, LLC",1907,veterans-united-west-valley,"Mortgage Research Center, LLC (Veterans United Home Loans)",high,ia_ks_ne_curated+ia_ks_ne_gleif_reidentify+public_nmls,957,0,957,high,ia_ks_ne_curated map for IA activity (957 IA originations); slug=veterans-united-west-valley.
5493001SXWZ4OFP8Z903,"DHI MORTGAGE COMPANY, LTD.",14622,dhi-mortgage-buckeye,"DHI Mortgage Company, Ltd.",high,ia_ks_ne_curated+ia_ks_ne_gleif_reidentify+public_nmls,671,0,671,high,ia_ks_ne_curated map for IA activity (671 IA originations); slug=dhi-mortgage-buckeye.
549300U3721PJGQZYY68,"GUARANTEED RATE, INC.",2611,guaranteed-rate,"Guaranteed Rate, Inc.",high,ia_ks_ne_curated+ia_ks_ne_gleif_reidentify+public_nmls,654,0,654,high,ia_ks_ne_curated map for IA activity (654 IA originations); slug=guaranteed-rate.
RVDPPPGHCGZ40J4VQ731,"PENNYMAC LOAN SERVICES, LLC",35953,pennymac,"PennyMac Loan Services, LLC",high,ia_ks_ne_curated+ia_ks_ne_gleif_reidentify+public_nmls,631,0,631,high,ia_ks_ne_curated map for IA activity (631 IA originations); slug=pennymac.
549300AQ3T62GXDU7D76,GUILD MORTGAGE COMPANY LLC,3274,guild-mortgage-metrowest,Guild Mortgage Company LLC,high,ia_ks_ne_curated+ia_ks_ne_gleif_reidentify+public_nmls,550,0,550,high,ia_ks_ne_curated map for IA activity (550 IA originations); slug=guild-mortgage-metrowest.
KB1H1DSPRFMYMCUFXT09,"Wells Fargo Bank, National Association",399801,wells-fargo-bank,"Wells Fargo Bank, National Association",high,reuse_prior_state_curated_lei+curated_lei_public_nmls,526,2670,526,high,reuse_prior_state_curated_lei map for IA activity (526 IA originations); slug=wells-fargo-bank.
549300GKFNPRWNS0GF29,"AmeriHome Mortgage Company, LLC",1120271,amerihome-mortgage,"AmeriHome Mortgage Company, LLC",high,reuse_prior_state_curated_lei+curated_lei_public_nmls,489,4388,489,medium,reuse_prior_state_curated_lei map for IA activity (489 IA originations); slug=amerihome-mortgage.
549300RN01LBYR8ZVX74,"LOWER, LLC",1124061,lower,"Lower, LLC",high,reuse_prior_state_curated_lei+reuse_prior_state_curated_lei+reuse_prior_state_curated_lei+sc_curated+sc_curated_gleif+public_nmls,486,0,486,medium,reuse_prior_state_curated_lei map for IA activity (486 IA originations); slug=lower.
549300QLO8TSQW5JTK72,WEST GATE BANK,,west-gate-bank,West Gate Bank,high,ia_ks_ne_curated+ia_ks_ne_gleif+lei_identity,452,0,452,medium,ia_ks_ne_curated map for IA activity (452 IA originations); slug=west-gate-bank.
549300MGPZBLQDIL7538,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,2909,fairway-mortgage-augusta-sheppard,Fairway Independent Mortgage Corporation,high,ia_ks_ne_curated+ia_ks_ne_gleif_reidentify+public_nmls,348,0,348,medium,ia_ks_ne_curated map for IA activity (348 IA originations); slug=fairway-mortgage-augusta-sheppard.
549300FNXYY540N23N64,Newrez LLC,2289,newrez,Newrez LLC,high,reuse_prior_state_curated_lei+curated_lei_public_nmls,343,5643,343,medium,reuse_prior_state_curated_lei map for IA activity (343 IA originations); slug=newrez.
549300LYRWPSYPK6S325,FREEDOM MORTGAGE CORPORATION,2767,freedom-mortgage,Freedom Mortgage Corporation,high,ia_ks_ne_curated+ia_ks_ne_gleif_reidentify+public_nmls,338,0,338,medium,ia_ks_ne_curated map for IA activity (338 IA originations); slug=freedom-mortgage.
549300LBCBNR1OT00651,NATIONSTAR MORTGAGE LLC,2104,mr-cooper,Nationstar Mortgage LLC,high,reuse_prior_state_curated_lei+curated_lei_public_nmls,334,3546,334,medium,reuse_prior_state_curated_lei map for IA activity (334 IA originations); slug=mr-cooper.
C398JSK21YCXWM603F55,"Barrington Bank & Trust Company, National Association",449042,wintrust-mortgage,Wintrust Mortgage (division of Barrington Bank & Trust),high,reuse_prior_state_curated_lei+il_oh_curated+il_oh_deepen_gleif+public_nmls,328,0,328,medium,reuse_prior_state_curated_lei map for IA activity (328 IA originations); slug=wintrust-mortgage.
549300AG64NHILB7ZP05,"PennyMac Loan Services, LLC",35953,pennymac,"PennyMac Loan Services, LLC",high,reuse_prior_state_curated_lei+curated_lei_public_nmls,318,7460,318,medium,reuse_prior_state_curated_lei map for IA activity (318 IA originations); slug=pennymac.
549300KIOYNU323LVJ37,AMERICAN PACIFIC MORTGAGE CORPORATION,1850,american-pacific-mortgage-inland-empire,American Pacific Mortgage (Inland Empire),medium,reuse_prior_state_curated_lei+gleif_name_to_directory,317,1750,317,medium,reuse_prior_state_curated_lei map for IA activity (317 IA originations); slug=american-pacific-mortgage-inland-empire.
549300LXKO1O7CSK5J52,"FLAT BRANCH MORTGAGE, INC.",,flat-branch-mortgage,"Flat Branch Mortgage, Inc.",high,reuse_prior_state_curated_lei+mo_ky_curated+mo_ky_gleif+lei_identity,298,0,298,medium,reuse_prior_state_curated_lei map for IA activity (298 IA originations); slug=flat-branch-mortgage.
549300XQVJ1XBNFA5536,21ST MORTGAGE CORPORATION,2280,21st-mortgage,21st Mortgage Corporation,medium,reuse_prior_state_curated_lei+curated_public_nmls+directory_profile,268,2098,268,medium,reuse_prior_state_curated_lei map for IA activity (268 IA originations); slug=21st-mortgage.
5493001GDRY0EL7VG372,"ARK-LA-TEX FINANCIAL SERVICES, LLC.",2143,benchmark-mortgage,"Ark-La-Tex Financial Services, LLC dba Benchmark Mortgage",high,reuse_prior_state_curated_lei+reuse_prior_state_curated_lei+co_curated+co_deepen_gleif+public_nmls,244,0,244,medium,reuse_prior_state_curated_lei map for IA activity (244 IA originations); slug=benchmark-mortgage.
5493003GQDUH26DNNH17,Navy Federal Credit Union,399807,navy-federal-jacksonville,Navy Federal Credit Union (Jacksonville Area),high,reuse_prior_state_curated_lei+curated_lei+directory_name,229,8416,229,medium,reuse_prior_state_curated_lei map for IA activity (229 IA originations); slug=navy-federal-jacksonville.
7H6GLXDRUGQFU57RNE97,"JPMorgan Chase Bank, National Association",399798,jpmorgan-chase-bank,"JPMorgan Chase Bank, National Association",high,reuse_prior_state_curated_lei+curated_lei_public_nmls,203,6131,203,medium,reuse_prior_state_curated_lei map for IA activity (203 IA originations); slug=jpmorgan-chase-bank.
549300GG5XNEIGHQTG04,CHARTER WEST BANK,,charter-west-bank,Charter West Bank,high,ia_ks_ne_curated+ia_ks_ne_gleif+lei_identity,200,0,200,medium,ia_ks_ne_curated map for IA activity (200 IA originations); slug=charter-west-bank.
549300YIQ7S7Z8PIHE53,AMERISAVE MORTGAGE CORPORATION,1168,amerisave,AmeriSave Mortgage Corporation,high,reuse_prior_state_curated_lei+curated_lei_public_nmls,197,1667,197,medium,reuse_prior_state_curated_lei map for IA activity (197 IA originations); slug=amerisave.
3Y4U8VZURTYWI1W2K376,BMO Bank National Association,401052,bmo-bank,BMO Bank National Association,high,reuse_prior_state_curated_lei+il_oh_curated+il_oh_deepen_gleif+public_nmls,193,0,193,medium,reuse_prior_state_curated_lei map for IA activity (193 IA originations); slug=bmo-bank.
LDVFX8JEECFFE8HRWA73,First National Bank of Omaha,,first-national-bank-of-omaha,First National Bank of Omaha,high,ia_ks_ne_curated+ia_ks_ne_gleif+lei_identity,191,0,191,medium,ia_ks_ne_curated map for IA activity (191 IA originations); slug=first-national-bank-of-omaha.
549300TTNSX94TR06G13,CENTRIS FEDERAL CREDIT UNION,,centris-federal-credit-union,Centris Federal Credit Union,high,ia_ks_ne_curated+ia_ks_ne_gleif+lei_identity,190,0,190,medium,ia_ks_ne_curated map for IA activity (190 IA originations); slug=centris-federal-credit-union.
549300JYXTZDSPJEPI44,"PLAZA HOME MORTGAGE, INC.",2113,plaza-home-mortgage,"Plaza Home Mortgage, Inc.",high,reuse_prior_state_curated_lei+ny_curated+ny_curated_gleif+public_nmls,179,0,179,medium,reuse_prior_state_curated_lei map for IA activity (179 IA originations); slug=plaza-home-mortgage.
549300R0SXC1JU7ZU290,"FIRST COMMUNITY MORTGAGE, INC.",629700,first-community-mortgage,"First Community Mortgage, Inc.",high,reuse_prior_state_curated_lei+tn_curated+tn_curated_gleif+public_nmls,175,0,175,medium,reuse_prior_state_curated_lei map for IA activity (175 IA originations); slug=first-community-mortgage.
B4TYDEB6GKMZO031MB27,"Guaranteed Rate, Inc.",2611,guaranteed-rate,"Guaranteed Rate, Inc.",high,reuse_prior_state_curated_lei+curated_lei_public_nmls,160,7938,160,medium,reuse_prior_state_curated_lei map for IA activity (160 IA originations); slug=guaranteed-rate.
549300OPCWU6E72WUT29,"MUTUAL OF OMAHA MORTGAGE, INC.",1025894,mutual-of-omaha-mortgage,"Mutual of Omaha Mortgage, Inc.",high,reuse_prior_state_curated_lei+reuse_fl_tx_ga_curated_lei+ga_curated_gleif+public_nmls,158,0,158,medium,reuse_prior_state_curated_lei map for IA activity (158 IA originations); slug=mutual-of-omaha-mortgage.
549300DD4R4SYK5RAQ92,"Cardinal Financial Company, Limited Partnership",66247,cardinal-financial,"Cardinal Financial Company, Limited Partnership",high,reuse_prior_state_curated_lei+curated_lei_public_nmls,150,4122,150,medium,reuse_prior_state_curated_lei map for IA activity (150 IA originations); slug=cardinal-financial.
549300QR0KFPEDZPEI42,STOCKTON MORTGAGE CORPORATION,,stockton-mortgage,Stockton Mortgage Corporation,high,reuse_prior_state_curated_lei+mo_ky_curated+mo_ky_gleif+lei_identity,149,0,149,medium,reuse_prior_state_curated_lei map for IA activity (149 IA originations); slug=stockton-mortgage.
549300PIL8LFAQ04XC20,Better Mortgage Corporation,330511,better-mortgage,Better Mortgage Corporation,high,reuse_prior_state_curated_lei+curated_lei_public_nmls,140,2675,140,medium,reuse_prior_state_curated_lei map for IA activity (140 IA originations); slug=better-mortgage.
549300R9S3MVDV4MGF56,"CARRINGTON MORTGAGE SERVICES, LLC",2250,carrington-mortgage,"Carrington Mortgage Services, LLC",high,reuse_prior_state_curated_lei+reuse_fl_tx_ga_curated_lei+ga_curated_alt_lei+company_nmls,124,0,124,medium,reuse_prior_state_curated_lei map for IA activity (124 IA originations); slug=carrington-mortgage.
JJKC32MCHWDI71265Z06,Truist Bank,405457,truist-bank,Truist Bank,high,reuse_prior_state_curated_lei+curated_lei_public_nmls,112,6117,112,medium,reuse_prior_state_curated_lei map for IA activity (112 IA originations); slug=truist-bank.
549300VZVN841I2ILS84,Freedom Mortgage Corporation,2767,freedom-mortgage,Freedom Mortgage Corporation,high,reuse_prior_state_curated_lei+curated_lei_public_nmls,107,11987,107,medium,reuse_prior_state_curated_lei map for IA activity (107 IA originations); slug=freedom-mortgage.
C5654JQHZUHN0772B561,USAA Federal Savings Bank,399809,usaa-federal-savings-bank,USAA Federal Savings Bank,high,reuse_prior_state_curated_lei+curated_lei_public_nmls,102,825,102,medium,reuse_prior_state_curated_lei map for IA activity (102 IA originations); slug=usaa-federal-savings-bank.
549300SUCQ1358EGVE89,"NEW DAY FINANCIAL, LLC",1043,new-day-financial,"New Day Financial, LLC",high,reuse_prior_state_curated_lei+reuse_prior_state_curated_lei+reuse_prior_state_curated_lei+reuse_prior_state_curated_lei+reuse_prior_state_curated_lei+reuse_fl_tx_ga_ca_nc_sc_nj_ny_curated_lei+sc_curated+sc_curated_gleif+public_nmls,98,0,98,medium,reuse_prior_state_curated_lei map for IA activity (98 IA originations); slug=new-day-financial.
54930054ET8KM4O1D485,"SOFI BANK, NATIONAL ASSOCIATION",1121636,sofi-bank,"SoFi Bank, National Association",high,reuse_prior_state_curated_lei+curated_lei_public_nmls,92,1042,92,medium,reuse_prior_state_curated_lei map for IA activity (92 IA originations); slug=sofi-bank.
549300XY701IELCE5Q08,BETTER MORTGAGE CORPORATION,330511,better-mortgage,Better Mortgage Corporation,high,reuse_prior_state_curated_lei+curated_lei_public_nmls,87,1004,87,medium,reuse_prior_state_curated_lei map for IA activity (87 IA originations); slug=better-mortgage.
549300370QILXLFUWD20,"ZILLOW HOME LOANS, LLC",1027871,zillow-home-loans,"Zillow Home Loans, LLC",high,reuse_prior_state_curated_lei+reuse_fl_tx_ga_curated_lei+ga_curated_gleif+public_nmls,78,0,78,medium,reuse_prior_state_curated_lei map for IA activity (78 IA originations); slug=zillow-home-loans.
DRMSV1Q0EKMEXLAU1P80,"Citizens Bank, National Association",433960,citizens-bank,"Citizens Bank, National Association",high,reuse_prior_state_curated_lei+curated_lei_public_nmls,70,2297,70,medium,reuse_prior_state_curated_lei map for IA activity (70 IA originations); slug=citizens-bank.
54930021WPEXNHYZUL09,"PLANET HOME LENDING, LLC",17022,planet-home-lending,"Planet Home Lending, LLC",high,reuse_prior_state_curated_lei+ga_curated_gleif+public_nmls,68,0,68,medium,reuse_prior_state_curated_lei map for IA activity (68 IA originations); slug=planet-home-lending.
254900HA4DQWAE0W3342,"AMERIHOME MORTGAGE COMPANY, LLC",1120271,amerihome-mortgage,"AmeriHome Mortgage Company, LLC",high,reuse_prior_state_curated_lei+ga_curated_alt_lei+company_nmls,62,0,62,medium,reuse_prior_state_curated_lei map for IA activity (62 IA originations); slug=amerihome-mortgage.
549300XUFWU3F35PWM42,Cobalt Credit Union,,cobalt-credit-union,Cobalt Credit Union,high,ia_ks_ne_curated+ia_ks_ne_gleif+lei_identity,61,0,61,medium,ia_ks_ne_curated map for IA activity (61 IA originations); slug=cobalt-credit-union.
549300PC4MFWQBNVKG88,"V.I.P. MORTGAGE, INC.",145502,vip-mortgage,"V.I.P. Mortgage, Inc.",high,reuse_prior_state_curated_lei+reuse_prior_state_curated_lei+co_curated+co_curated_gleif+public_nmls,59,0,59,medium,reuse_prior_state_curated_lei map for IA activity (59 IA originations); slug=vip-mortgage.
AD6GFRVSDT01YPT1CS68,"PNC Bank, National Association",446038,pnc-bank,"PNC Bank, National Association",high,reuse_prior_state_curated_lei+curated_lei_public_nmls,57,3475,57,medium,reuse_prior_state_curated_lei map for IA activity (57 IA originations); slug=pnc-bank.
549300AT7EB9FJAF0E61,Old National Bank,459308,old-national-bank,Old National Bank,high,reuse_prior_state_curated_lei+reuse_prior_state_curated_lei+reuse_prior_state_curated_lei+il_oh_curated+il_oh_curated_gleif+public_nmls,55,0,55,medium,reuse_prior_state_curated_lei map for IA activity (55 IA originations); slug=old-national-bank.
EQTWLK1G7ODGC2MGLV11,Regions Bank,467341,regions-bank,Regions Bank,high,reuse_prior_state_curated_lei+curated_lei_public_nmls,47,5826,47,medium,reuse_prior_state_curated_lei map for IA activity (47 IA originations); slug=regions-bank.
549300UF3FPC7U6RFC59,The Central Trust Bank,,central-trust-bank,The Central Trust Bank,high,reuse_prior_state_curated_lei+mo_ky_curated+mo_ky_gleif+lei_identity,46,0,46,medium,reuse_prior_state_curated_lei map for IA activity (46 IA originations); slug=central-trust-bank.
549300NOCASXPA34X033,"LAKEVIEW LOAN SERVICING, LLC",4095,lakeview-loan-servicing,"Lakeview Loan Servicing, LLC",high,reuse_prior_state_curated_lei+curated_public_nmls+directory_profile,44,1488,44,medium,reuse_prior_state_curated_lei map for IA activity (44 IA originations); slug=lakeview-loan-servicing.
54930015EUQKUCIRBQ14,METRO CU,,metro-credit-union-nebraska,Metro Credit Union,high,ia_ks_ne_curated+ia_ks_ne_gleif+lei_identity,42,0,42,medium,ia_ks_ne_curated map for IA activity (42 IA originations); slug=metro-credit-union-nebraska.
549300C4J510S9L1RF98,"Alerus Financial, National Association",,alerus-financial,"Alerus Financial, National Association",high,reuse_prior_state_curated_lei+wi_mn_curated+wi_mn_deepen_gleif+lei_identity,41,0,41,medium,reuse_prior_state_curated_lei map for IA activity (41 IA originations); slug=alerus-financial.
549300RPOGWJRH63HS39,UNION HOME MORTGAGE CORP.,1904,union-home-mortgage-reeves-team,Union Home Mortgage Corp.,high,reuse_prior_state_curated_lei+reuse_prior_state_curated_lei+reuse_prior_state_curated_lei+reuse_fl_tx_ga_ca_curated_lei+reuse_fl_tx_ga_curated_lei+ga_curated_gleif+company_nmls+ga_directory,40,0,40,medium,reuse_prior_state_curated_lei map for IA activity (40 IA originations); slug=union-home-mortgage-reeves-team.
549300MZ8VZJOVC63092,"KIND LENDING, LLC",3925,kind-lending,"Kind Lending, LLC",high,reuse_prior_state_curated_lei+ca_curated+ca_curated_gleif+public_nmls,39,0,39,medium,reuse_prior_state_curated_lei map for IA activity (39 IA originations); slug=kind-lending.
549300ALNLUNS3Y53T24,AMERICAN FINANCING CORPORATION,182334,american-financing,American Financing Corporation,high,reuse_prior_state_curated_lei+co_curated+co_curated_gleif+public_nmls,33,0,33,medium,reuse_prior_state_curated_lei map for IA activity (33 IA originations); slug=american-financing.
549300PZ44DNQDPOV865,Pinnacle Bank,,pinnacle-bank-nebraska,Pinnacle Bank,high,ia_ks_ne_curated+ia_ks_ne_gleif+lei_identity,31,0,31,medium,ia_ks_ne_curated map for IA activity (31 IA originations); slug=pinnacle-bank-nebraska.
5493001WHVQBGRSWEU75,"HOMEBRIDGE FINANCIAL SERVICES, INC.",6521,homebridge-financial,"Homebridge Financial Services, Inc.",high,reuse_prior_state_curated_lei+curated_public_nmls+directory_profile,27,2433,27,medium,reuse_prior_state_curated_lei map for IA activity (27 IA originations); slug=homebridge-financial.
254900ZFWS2106HWPH46,"PARAMOUNT RESIDENTIAL MORTGAGE GROUP, INC.",75243,prmg,Paramount Residential Mortgage Group (PRMG),medium,reuse_prior_state_curated_lei+gleif_name_to_directory,27,3741,27,medium,reuse_prior_state_curated_lei map for IA activity (27 IA originations); slug=prmg.
549300WYBPIWKK6SQC06,Bell Bank,,bell-bank,Bell Bank,high,reuse_prior_state_curated_lei+wi_mn_curated+wi_mn_deepen_gleif+lei_identity,24,0,24,medium,reuse_prior_state_curated_lei map for IA activity (24 IA originations); slug=bell-bank.
254900DTLHVWQ7NP7R34,"CMG Mortgage, Inc.",2458338,cmg-home-loans-dennis-vo,CMG Home Loans (Dennis Vo Team),high,reuse_prior_state_curated_lei+curated_lei+directory_name,23,4627,23,medium,reuse_prior_state_curated_lei map for IA activity (23 IA originations); slug=cmg-home-loans-dennis-vo.
549300121SF0K2LN2804,"PRIMELENDING, A PLAINSCAPITAL COMPANY",1921,primelending-columbus,PrimeLending — Columbus Team,high,reuse_prior_state_curated_lei+gleif_name_to_directory,22,931,22,medium,reuse_prior_state_curated_lei map for IA activity (22 IA originations); slug=primelending-columbus.
SS1TRMSN6BRNMOREEV51,"Flagstar Bank, National Association",399797,flagstar-bank,"Flagstar Bank, National Association",high,reuse_prior_state_curated_lei+curated_lei_public_nmls,21,737,21,medium,reuse_prior_state_curated_lei map for IA activity (21 IA originations); slug=flagstar-bank.
549300FX7K8PTEQUU487,PENTAGON FEDERAL CREDIT UNION,401822,penfed-dc-mid-city,Pentagon Federal Credit Union,high,reuse_prior_state_curated_lei+gleif_name_to_directory,19,972,19,medium,reuse_prior_state_curated_lei map for IA activity (19 IA originations); slug=penfed-dc-mid-city.
R6KJ2D7C3UT8OVTWHS39,Union Bank and Trust Company,,union-bank-and-trust-nebraska,Union Bank and Trust Company,high,ia_ks_ne_curated+ia_ks_ne_gleif+lei_identity,19,0,19,medium,ia_ks_ne_curated map for IA activity (19 IA originations); slug=union-bank-and-trust-nebraska.
549300XWUSRVVOHPRY47,Academy Mortgage Corporation,3113,academy-mortgage,Academy Mortgage Corporation,high,reuse_prior_state_curated_lei+curated_lei_public_nmls,17,2938,17,medium,reuse_prior_state_curated_lei map for IA activity (17 IA originations); slug=academy-mortgage.
COINQMNIM6RBU631DD85,Arvest Bank,,arvest-bank,Arvest Bank,high,reuse_prior_state_curated_lei+mo_ky_curated+mo_ky_gleif+lei_identity,14,0,14,medium,reuse_prior_state_curated_lei map for IA activity (14 IA originations); slug=arvest-bank.
549300U82B82JH54TO79,Lincoln FSB of Nebraska,,lincoln-fsb-of-nebraska,Lincoln FSB of Nebraska,high,ia_ks_ne_curated+ia_ks_ne_gleif+lei_identity,14,0,14,medium,ia_ks_ne_curated map for IA activity (14 IA originations); slug=lincoln-fsb-of-nebraska.
5493003V40VGM7YDFM54,FIRST COLONY MORTGAGE CORPORATION,3112,first-colony-mortgage,First Colony Mortgage Corporation,high,reuse_prior_state_curated_lei+ut_nv_curated+ut_nv_gleif+public_nmls,13,0,13,medium,reuse_prior_state_curated_lei map for IA activity (13 IA originations); slug=first-colony-mortgage.
2WHM8VNJH63UN14OL754,The Huntington National Bank,402436,huntington-national-bank,The Huntington National Bank,high,reuse_prior_state_curated_lei+reuse_prior_state_curated_lei+reuse_prior_state_curated_lei+pa_curated+gleif+huntington_nmls,13,0,13,medium,reuse_prior_state_curated_lei map for IA activity (13 IA originations); slug=huntington-national-bank.
549300A0SVCQJPHVGV20,ALTRA Federal Credit Union,,altra-federal-credit-union,Altra Federal Credit Union,high,reuse_prior_state_curated_lei+wi_mn_curated+wi_mn_deepen_gleif+lei_identity,13,0,13,medium,reuse_prior_state_curated_lei map for IA activity (13 IA originations); slug=altra-federal-credit-union.
54930001NSTOD85LT125,"GUARANTEED RATE AFFINITY, LLC",1598647,guaranteed-rate-affinity,"Guaranteed Rate Affinity, LLC",high,reuse_prior_state_curated_lei+reuse_fl_tx_ga_ca_nc_sc_nj_ny_curated_lei+reuse_fl_tx_ga_ca_nc_sc_curated_lei+sc_curated+sc_curated_gleif+public_nmls,12,0,12,medium,reuse_prior_state_curated_lei map for IA activity (12 IA originations); slug=guaranteed-rate-affinity.
549300SK2GVCQXPD4S58,"SUN WEST MORTGAGE COMPANY, INC.",3277,sun-west-mortgage,"Sun West Mortgage Company, Inc.",high,reuse_prior_state_curated_lei+ca_curated+ca_curated_gleif+public_nmls,11,0,11,medium,reuse_prior_state_curated_lei map for IA activity (11 IA originations); slug=sun-west-mortgage.
549300YD7XJM19TH5O82,CITIZENS EQUITY FIRST CREDIT UNION,407798,cefcu,Citizens Equity First Credit Union (CEFCU),high,reuse_prior_state_curated_lei+il_oh_curated+il_oh_curated_gleif+public_nmls,11,0,11,medium,reuse_prior_state_curated_lei map for IA activity (11 IA originations); slug=cefcu.
WWB2V0FCW3A0EE3ZJN75,Manufacturers and Traders Trust Company,381076,mt-bank,Manufacturers and Traders Trust Company (M&T Bank),high,reuse_prior_state_curated_lei+reuse_prior_state_curated_lei+reuse_fl_tx_ga_ca_nc_sc_nj_ny_curated_lei+reuse_fl_tx_ga_ca_nc_sc_nj_curated_lei+nj_curated+nj_curated_gleif+public_nmls,10,0,10,medium,reuse_prior_state_curated_lei map for IA activity (10 IA originations); slug=mt-bank.
549300MCIFZSDHUT8X63,"NFM, INC.",2893,nfm-lending,"NFM, Inc. (dba NFM Lending)",high,reuse_prior_state_curated_lei+reuse_prior_state_curated_lei+reuse_prior_state_curated_lei+reuse_prior_state_curated_lei+reuse_prior_state_curated_lei+nj_curated+nj_curated_gleif+public_nmls,9,0,9,medium,reuse_prior_state_curated_lei map for IA activity (9 IA originations); slug=nfm-lending.
5493008NWHQT1R22C024,"AMERICAN FINANCIAL NETWORK, INC.",237341,american-financial-network,"American Financial Network, Inc.",high,reuse_prior_state_curated_lei+ca_curated+ca_curated_gleif+public_nmls,9,0,9,medium,reuse_prior_state_curated_lei map for IA activity (9 IA originations); slug=american-financial-network.
549300ZZME37MXI1EF14,"DAS ACQUISITION COMPANY, LLC",,das-acquisition-company,"DAS Acquisition Company, LLC",high,reuse_prior_state_curated_lei+mo_ky_curated+mo_ky_gleif+lei_identity,8,0,8,medium,reuse_prior_state_curated_lei map for IA activity (8 IA originations); slug=das-acquisition-company.
E57ODZWZ7FF32TWEFA76,"Citibank, National Association",412915,citibank,"Citibank, National Association",high,reuse_prior_state_curated_lei+reuse_prior_state_curated_lei+nj_curated+nj_curated_gleif+public_nmls,7,0,7,medium,reuse_prior_state_curated_lei map for IA activity (7 IA originations); slug=citibank.
549300HVW3AI97UKTO72,Wings Financial Credit Union,,wings-financial-credit-union,Wings Financial Credit Union,high,reuse_prior_state_curated_lei+wi_mn_curated+wi_mn_deepen_gleif+lei_identity,7,0,7,medium,reuse_prior_state_curated_lei map for IA activity (7 IA originations); slug=wings-financial-credit-union.
